STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2002-06,1.44,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2002-07,1.39,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2002-08,2.53,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2002-09,0.81,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2002-10,2.78,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2002-11,2.5,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2002-12,1.08,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2003-01,2.1,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2003-02,4.43,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2003-03,7.08,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2003-04,1.76,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2003-05,2.36,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2003-06,1.41,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2003-07,1.71,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2003-08,0.87,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2003-09,2.54,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2003-10,3.83,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2003-11,4.74,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2003-12,3.02,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2004-01,6.74,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2004-02,5.37,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2004-03,2.56,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2004-04,1.74,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2004-05,1.07,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2004-06,2.73,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2004-07,1.55,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2004-08,4.41,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2004-09,2.74,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2004-10,7,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2004-11,4.8,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2004-12,9.3,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2005-01,9.54,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2005-02,5.83,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2005-03,1.11,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2005-04,1.41,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2005-05,1.74,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2005-06,1.37,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2005-07,0.76,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2005-08,0.64,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2005-09,2.57,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2005-10,1.18,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2005-11,1.43,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2005-12,0.09,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2006-01,1.89,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2006-02,8.64,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2006-03,36.14,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2006-04,1.32,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2006-05,1.33,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2006-06,0.78,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2006-07,3.77,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2006-08,4.25,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2006-09,1.7,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2006-10,3.71,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2006-11,3,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2006-12,0.59,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2007-01,1.69,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2007-02,1.5,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2007-03,5.82,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2007-04,0.73,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2007-05,0.6,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2007-06,0.33,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2007-07,0.96,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2007-08,0.45,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2007-09,0.46,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2007-10,0.4,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2007-11,6.15,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2007-12,5.35,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2008-01,1.2,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2008-02,1.34,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2008-03,0.2,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2008-04,1.8,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2008-05,1.26,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2008-06,1.69,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2008-07,1.04,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2008-08,1.21,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2008-09,1.66,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2008-10,3.15,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2008-11,6.12,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2008-12,19.47,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2009-01,2.25,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2009-02,1.24,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2009-03,2.08,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2009-04,2.57,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2009-05,0.29,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2009-06,0.59,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2009-07,4.41,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2009-08,3.25,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2009-09,0.91,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2009-10,2.81,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2009-11,5.56,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2009-12,0.75,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2010-01,1.1,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2010-02,0.91,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2010-03,1.77,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2010-04,1.33,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2010-05,2.22,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2010-06,1.13,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2010-07,1.13,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2010-08,1.35,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2010-09,1.34,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2010-10,0.83,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2010-11,1.61,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2010-12,11.33,",,,0"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2011-01,4.11,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2011-02,6.56,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2011-03,6.74,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2011-04,2.11,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2011-05,9.8,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2011-06,1.98,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2011-07,1.48,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2011-08,1.17,",,,Z"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2011-09,0.79,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2011-10,1.09,",,,Z"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2011-11,4.99,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2011-12,1.92,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2012-01,4.15,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2012-02,9.04,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2012-03,18.19,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2012-04,0.37,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2012-05,0.98,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2012-06,0.46,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2012-07,0.92,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2012-08,1,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2012-09,0.76,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2012-10,0.35,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2012-11,0.59,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2012-12,4.39,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2013-01,5.89,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2013-02,1,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2013-03,4.29,",,,X"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2013-04,3.13,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2013-05,0.58,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2013-06,0.72,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2013-07,0.96,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2013-08,0.76,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2013-09,2.37,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2013-10,8,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2013-11,4.25,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2013-12,5.29,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2014-01,1.71,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2014-02,8.7,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2014-03,1.93,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2014-04,0.66,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2014-05,2.81,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2014-06,3.13,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2014-07,1.46,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2014-08,3.81,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2014-09,1.41,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2014-10,2.74,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2014-11,1.24,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2014-12,1.4,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2015-01,1.16,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2015-02,0.75,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2015-03,1.65,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2015-04,1.49,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2015-05,0.87,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2015-06,0.98,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2015-07,0.8,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2015-08,9.86,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2015-09,4.82,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2015-10,0.61,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2015-11,5.72,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2015-12,1.42,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2016-01,0.32,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2016-02,0.86,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2016-03,2.62,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2016-04,0.84,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2016-05,1.81,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2016-06,1.1,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2016-07,1.7,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2016-08,1.53,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2016-09,0.65,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2016-10,0.46,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2016-11,0.41,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2016-12,1.17,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2017-01,0.2,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2017-02,6.43,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2017-03,4.11,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2017-04,2.4,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2017-05,1.59,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2017-06,0.89,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2017-07,0.94,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2017-08,1.5,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2017-09,0.55,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2017-10,2.9,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2017-11,1.13,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2017-12,1.11,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2018-01,0.45,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2018-02,9.16,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2018-03,9.04,",,,W"
USW00022536,"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",21.98048,-159.33863,31.9,2018-04,5.73,",,,W"
